Date,Open,High,Low,Close,Adj Close,Volume,Repaired?,OBV,ADI,ADX,ADX_DI+,ADX_DI-,AROON_DOWN,AROON_INDICATOR,AROON_UP,MACD,MACD_HISTOGRAM,MACD_SIGNAL,STOCH,STOCH_SIGNAL,RSI
2023-03-06,18.8700008392334,19.02499961853028,18.38999938964844,18.40999984741211,18.40999984741211,5048000,False,5048000.0,-4730008.584567603,,,,,,,,,,,,
2023-03-07,18.489999771118164,19.030000686645508,18.21999931335449,18.40999984741211,18.40999984741211,6137700,False,5048000.0,-7988290.558034309,,,,,,,,,,,,
2023-03-08,18.739999771118164,19.270000457763672,18.559999465942383,19.13999938964844,19.13999938964844,8061300,False,13109300.0,-2879036.0409823675,,,,,,,,,,,,
2023-03-09,18.93000030517578,19.299999237060547,18.02499961853028,18.290000915527344,18.290000915527344,6760200,False,6349100.0,-6829099.09360875,,,,,,,,,,,,
2023-03-10,18.25,18.270000457763672,17.045000076293945,17.329999923706055,17.329999923706055,10068300,False,-3719200.0,-12212561.428078188,,,,,,,,,,,,
2023-03-13,17.010000228881836,17.520000457763672,16.510000228881836,17.3799991607666,17.3799991607666,9529100,False,5809900.0,-5325215.9961771285,,,,,,,,,,,,
2023-03-14,17.729999542236328,17.899999618530273,17.450000762939453,17.729999542236328,17.729999542236328,7562400,False,13372300.0,-3476646.4248230346,,,,,,,,,,,,
2023-03-15,17.420000076293945,17.579999923706055,16.989999771118164,17.190000534057617,17.190000534057617,12059700,False,1312600.0,-7360249.553520543,,,,,,,,,,,,
2023-03-16,17.149999618530273,17.59000015258789,16.809999465942383,17.40999984741211,17.40999984741211,9223700,False,10536300.0,-2393645.3311923565,,,,,,,,,,,,
2023-03-17,17.110000610351562,17.239999771118164,16.559999465942383,17.110000610351562,17.110000610351562,8451200,False,2085100.0,2826235.802894192,,,,,,,,,,,,
2023-03-20,16.899999618530273,17.06999969482422,16.43000030517578,16.670000076293945,16.670000076293945,5513800,False,-3428700.0,1447785.8028941918,,,,,,,,,,,,
2023-03-21,16.950000762939453,17.469999313354492,16.825000762939453,17.299999237060547,17.299999237060547,4575600,False,1146900.0,3611435.113733575,,,,,,,,,,,,
2023-03-22,17.34000015258789,17.399999618530273,16.53499984741211,16.559999465942383,16.559999465942383,4889600,False,-3742700.0,-995533.2860115236,,,,,,,,,,,,
2023-03-23,16.670000076293945,16.899999618530273,15.979999542236328,16.110000610351562,16.110000610351562,7319200,False,-11061900.0,-6246246.897223416,,,,,,,,,,,,
2023-03-24,15.899999618530272,16.3700008392334,15.770000457763672,16.229999542236328,16.229999542236328,5072300,False,-5989600.0,-3541040.654793201,,8.3863230901301,35.69792721782801,100.0,-78.57142857142857,21.42857142857143,,,,,,31.875962478785816
2023-03-27,16.450000762939453,16.600000381469727,16.21500015258789,16.469999313354492,16.469999313354492,3662500,False,-2327100.0,-2351936.1296731867,,11.07672396763582,33.827729336933395,92.85714285714286,-78.57142857142857,14.28571428571429,,,,12.25894599763069,,35.98187125606157
2023-03-28,16.31999969482422,16.5049991607666,16.065000534057617,16.239999771118164,16.239999771118164,3153600,False,-5480700.0,-2996993.782066483,,10.405768440545396,33.8436722395121,85.71428571428572,-78.57142857142858,7.14285714285714,,,,15.391858518268767,,33.874766832702136
2023-03-29,16.6200008392334,16.8700008392334,16.520000457763672,16.850000381469727,16.850000381469727,3298700,False,-2182000.0,-75296.28559507383,,14.466022592907343,30.952628970751025,78.57142857142857,-78.57142857142857,0.0,,,,25.448144153101243,17.699649556333565,43.35000566422713
2023-03-30,17.239999771118164,17.334999084472656,16.8799991607666,17.020000457763672,17.020000457763672,2431500,False,249500.0,-1010474.4801949706,,19.850243650117413,28.90551598951833,71.42857142857143,-71.42857142857143,0.0,,,,38.39996627489014,26.413322982086715,45.6858271517655
2023-03-31,17.139999389648438,17.780000686645508,16.940000534057617,17.75,17.75,5174700,False,5424200.0,3794595.698414572,,23.487887593159297,25.731345577641275,64.28571428571428,-57.14285714285714,7.14285714285714,,,,64.94774256454656,42.93195099751264,54.38378300817109
2023-04-03,17.65999984741211,17.8700008392334,17.395000457763672,17.860000610351562,17.860000610351562,2996500,False,8420700.0,6664924.490923315,,23.20328419038139,24.118478083641023,57.14285714285714,-57.14285714285714,0.0,,,,83.72234315219167,62.35668399720945,55.5391993321085
2023-04-04,17.989999771118164,18.040000915527344,17.40999984741211,17.56999969482422,17.56999969482422,3248500,False,5172200.0,5066451.86587109,,23.513964548198185,22.136590848706174,50.0,50.0,100.0,,,,90.59222163653442,79.75410245109087,51.81315331180403
2023-04-05,17.34000015258789,17.420000076293945,16.30500030517578,16.3700008392334,16.3700008392334,5597000,False,-424800.0,122022.38390024286,,19.966176541639747,31.97626215627615,42.85714285714286,50.0,92.85714285714286,,,,68.41687761079244,80.9104807998395,39.88814720351793
2023-04-06,16.110000610351562,16.625,16.094999313354492,16.549999237060547,16.549999237060547,4413900,False,3989100.0,3286694.313522768,,18.69356808210617,32.463637385717405,35.71428571428571,50.000000000000014,85.71428571428572,,,,46.6960022989008,68.56836718207587,42.042901294914
2023-04-10,16.364999771118164,17.364999771118164,16.350000381469727,17.25,17.25,7134200,False,11123300.0,8804279.810147792,,24.9920996559473,28.691962992856315,28.57142857142857,50.0,78.57142857142857,,,,41.99703562792088,52.36997184587136,49.60798718086881
2023-04-11,17.399999618530273,18.010000228881836,17.329999923706055,17.65999984741211,17.65999984741211,7645400,False,18768700.0,8579410.058439594,,30.121100641815907,26.234213120678515,21.42857142857143,50.0,71.42857142857143,-0.1175532073289211,,,60.93974852131496,49.8775954827122,53.44132997198816
2023-04-12,18.010000228881836,18.14999961853028,17.6200008392334,17.75,17.75,7625200,False,26393900.0,4694858.676508345,,29.89709503997604,24.64853730582433,14.28571428571429,85.71428571428571,100.0,-0.0606865911328071,,,77.21712006704632,60.05130140542738,54.263800340626624
2023-04-13,17.940000534057617,18.290000915527344,17.8799991607666,17.969999313354492,17.969999313354492,3481600,False,29875500.0,2741762.0431968765,18.70709612003269,29.65011625253792,23.115495899583955,7.14285714285714,92.85714285714286,100.0,0.0021084134039099,,,84.58489388640758,74.24725415825628,56.29616665864464
2023-04-14,17.760000228881836,17.93000030517578,17.239999771118164,17.56999969482422,17.56999969482422,3744500,False,26131000.0,2578954.0950877764,16.96180780275475,27.18828998693101,28.47550653298476,0.0,92.85714285714286,92.85714285714286,0.0193739498003004,,,79.37840452193386,80.39347282512925,51.78996649540055
2023-04-17,17.540000915527344,17.81999969482422,17.459999084472656,17.770000457763672,17.770000457763672,3357200,False,29488200.0,5003614.3502482055,15.455089110911889,26.04003612314301,27.272889140881865,7.14285714285714,78.57142857142858,85.71428571428572,0.0486347705185679,,,77.19037435648615,80.38455758827585,53.78201285517673
2023-04-18,18.010000228881836,18.030000686645508,17.239999771118164,17.559999465942383,17.559999465942383,3359000,False,26129200.0,4365823.79137156,14.627216679170202,23.676894241430738,27.325079014731863,0.0,78.57142857142857,78.57142857142857,0.0542534566850996,,,70.33738402844003,75.63538763562,51.381293371959785
2023-04-19,17.809999465942383,18.32999992370605,17.209999084472656,18.049999237060547,18.049999237060547,7444900,False,33574100.0,8088267.45208174,13.219921967540692,24.05520851194931,23.999778596276048,42.85714285714286,57.14285714285714,100.0,0.0971255890508118,,,76.94792015175132,74.82522617889249,56.28469119699607
2023-04-20,17.760000228881836,18.225000381469727,17.670000076293945,17.780000686645508,17.780000686645508,2855800,False,30718300.0,6364501.939675389,11.980757018301222,22.588269753800148,22.53622007453688,35.71428571428571,57.14285714285715,92.85714285714286,0.1080696763235913,,,76.53536775886649,74.6068906463526,53.10641971638592
2023-04-21,17.790000915527344,17.989999771118164,17.6299991607666,17.920000076293945,17.920000076293945,2711800,False,33430100.0,8021719.436390516,10.958861804795358,21.665351378121,22.06941912884944,28.57142857142857,57.14285714285715,85.71428571428572,0.1265805828901953,0.0957020673112233,0.030878515578972,81.50634701731148,78.32987830930976,54.53986403179548
2023-04-24,17.90999984741211,18.1299991607666,17.299999237060547,17.68000030517578,17.68000030517578,3182700,False,30247400.0,7753307.413888397,10.807763740490376,19.66989654512798,23.69869437586422,21.42857142857143,57.14285714285714,78.57142857142857,0.1204956352632571,0.0716936957474281,0.048801939515829,75.98809450660985,78.00993642759593,51.62640644912315
2023-04-25,17.579999923706055,17.719999313354492,17.219999313354492,17.25,17.25,3903500,False,26343900.0,4318238.135171356,10.846706896726042,18.560847860248668,23.264617675156064,14.28571428571429,57.14285714285714,71.42857142857143,0.0800530378747019,0.0250008786870983,0.0550521591876036,68.0835375803049,75.19265970140873,46.80242504803498
2023-04-26,17.68000030517578,18.26499938964844,17.594999313354492,17.860000610351562,17.860000610351562,4402900,False,30746800.0,3398245.829756479,10.244793652372676,22.416277181711813,20.71165848794192,7.14285714285714,57.14285714285714,64.28571428571428,0.0961159742179873,0.0328510520243069,0.0632649221936803,67.18869120361204,70.42010776350892,53.44780853565468
2023-04-27,18.209999084472656,18.3700008392334,17.799999237060547,18.270000457763672,18.270000457763672,4901100,False,35647900.0,6579659.89289958,9.931557168530343,22.16764577505711,19.422662141139032,0.0,100.0,100.0,0.1403120976512362,0.0616377403660446,0.0786743572851915,75.23276994587569,70.16833290993087,57.30803241357511
2023-04-28,18.059999465942383,18.309999465942383,17.809999465942383,18.200000762939453,18.200000762939453,2476200,False,33171700.0,7966344.739396162,9.649336910809057,20.936740878198087,18.344178201880723,0.0,92.85714285714286,92.85714285714286,0.1677556705813216,0.0712650506369041,0.0964906199444175,86.45509468573478,76.2921852784075,56.44740831220931
2023-05-01,18.13999938964844,18.40999984741211,17.280000686645508,17.520000457763672,17.520000457763672,5209300,False,27962400.0,4969844.27251738,9.529131807629607,18.444122846077978,21.744191216222976,42.85714285714286,57.14285714285714,100.0,0.1331002612608856,0.0292877130531744,0.1038125482077111,68.74258723862613,76.81015062341218,48.78322081257016
2023-05-02,17.360000610351562,17.469999313354492,16.975000381469727,17.219999313354492,17.219999313354492,4623400,False,23339000.0,4923133.185210717,10.0213779950997,17.370010145037444,23.7369796159004,100.0,-7.142857142857139,92.85714285714286,0.08050005997422,-0.0186499905867929,0.0991500505610129,42.75045906025688,65.98271366153925,45.82696701217903
2023-05-03,17.15999984741211,18.100000381469727,17.059999465942383,17.530000686645508,17.530000686645508,3977100,False,27316100.0,4540725.895477379,9.351903077377688,21.98822724106185,21.19983006376348,92.85714285714286,-7.142857142857139,85.71428571428572,0.0631011507389409,-0.0288391198576576,0.0919402705965985,27.19417595034713,46.2290740830767,49.24942114038017
2023-05-04,17.799999237060547,18.049999237060547,17.479999542236328,17.600000381469727,17.600000381469727,6971700,False,34287800.0,504500.6281138044,8.743354887147424,20.683357291503714,19.941746777527253,85.71428571428572,-7.142857142857153,78.57142857142857,0.0543344465008246,-0.0300846592766191,0.0844191057774437,33.101039893064375,34.34855830122279,50.017297733191626
