Date,Open,High,Low,Close,Adj Close,Volume,Repaired?,MACD,MACD_HISTOGRAM,MACD_SIGNAL,RSI,SMA_50,SMA_200
2022-09-26,3.5299999713897705,3.7799999713897705,3.509999990463257,3.5299999713897705,3.5299999713897705,8773300,False,-0.1253120716493772,-0.06844116512846671,-0.05687090652091047,37.74312816709097,4.0426000165939335,4.64455001115799
2022-09-27,3.619999885559082,3.7100000381469727,3.440000057220459,3.5,3.5,9578800,False,-0.14697093507121917,-0.07208002284024695,-0.07489091223097222,37.18149268803445,4.0426000165939335,4.62700001001358
2022-09-28,3.470000028610229,3.5799999237060547,3.390000104904175,3.559999942779541,3.559999942779541,9763300,False,-0.15747892738715885,-0.0660704121249493,-0.09140851526220956,39.13231670759,4.0436000156402585,4.610150010585785
2022-09-29,3.5,3.549999952316284,3.299999952316284,3.390000104904175,3.390000104904175,9562000,False,-0.17747829387674496,-0.06885582289162832,-0.10862247098511664,35.74519710533731,4.039400019645691,4.592650011777878
2022-09-30,3.390000104904175,3.569999933242798,3.3499999046325684,3.4100000858306885,3.4100000858306885,9339000,False,-0.18952932847271953,-0.06472548599008231,-0.12480384248263722,36.44219206969966,4.036800022125244,4.578050012588501
2022-10-03,3.4600000381469727,3.549999952316284,3.4200000762939453,3.5,3.5,8298500,False,-0.18963166352474614,-0.051862256833687115,-0.13776940669105903,39.61643382462103,4.040200023651123,4.562900011539459
2022-10-04,3.640000104904175,3.7699999809265137,3.630000114440918,3.75,3.75,10729300,False,-0.16760777601821664,-0.02387069546172607,-0.14373708055649057,47.4651902336172,4.048400025367737,4.5503000116348264
2022-10-05,3.680000066757202,3.7200000286102295,3.380000114440918,3.4600000381469727,3.4600000381469727,11587200,False,-0.17157643346413298,-0.022271482326113923,-0.14930495113801906,40.83458917692936,4.052800025939941,4.536050012111664
2022-10-06,3.430000066757202,3.559999942779541,3.220000028610229,3.2699999809265137,3.2699999809265137,15630100,False,-0.18788719319616476,-0.030865793646516537,-0.15702139954964822,37.17088001825297,4.050400023460388,4.522150011062622
2022-10-07,3.200000047683716,3.200000047683716,3.069999933242798,3.109999895095825,3.109999895095825,10557600,False,-0.21128865347190118,-0.043413803137802354,-0.16787485033409882,34.37399879001141,4.041200022697449,4.50565001130104
2022-10-10,3.119999885559082,3.150000095367432,3.0,3.109999895095825,3.109999895095825,9065500,False,-0.22721528299309757,-0.04747234612719897,-0.1797429368658986,34.373998790011406,4.031600022315979,4.489200010299682
2022-10-11,3.0999999046325684,3.200000047683716,3.009999990463257,3.140000104904175,3.140000104904175,8374400,False,-0.23471088445099708,-0.043974358068078784,-0.1907365263829183,35.43050490372611,4.025800023078919,4.472600010633468
2022-10-12,3.140000104904175,3.150000095367432,2.890000104904175,2.940000057220459,2.940000057220459,13261900,False,-0.253863158520121,-0.050501305709762134,-0.20336185281035885,31.759687489488794,4.010600023269653,4.4558000099658965
