Date,Open,High,Low,Close,Adj Close,Volume,Repaired?,MACD,MACD_HISTOGRAM,MACD_SIGNAL,RSI,SMA_50,SMA_200
1992-06-25,219.0,222.0,216.0,219.0,213.1365203857422,7783,False,,,,,,
1992-06-26,219.0,219.0,216.0,216.0,210.2168426513672,5529,False,,,,,,
1992-06-29,216.0,219.0,216.0,219.0,213.1365203857422,1292,False,,,,,,
1992-06-30,219.0,219.0,216.0,216.0,210.2168426513672,2154,False,,,,,,
1992-07-01,216.0,219.0,216.0,219.0,213.1365203857422,1475,False,,,,,,
1992-07-02,222.0,222.0,219.0,219.0,213.1365203857422,104,False,,,,,,
1992-07-06,219.0,222.0,216.0,219.0,213.1365203857422,3996,False,,,,,,
1992-07-07,219.0,222.0,216.0,222.0,216.0561981201172,1325,False,,,,,,
1992-07-08,216.0,219.0,210.0,216.0,210.2168426513672,3896,False,,,,,,
1992-07-09,216.0,216.0,210.0,216.0,210.2168426513672,229,False,,,,,,
1992-07-10,219.0,219.0,213.0,213.0,207.2971649169922,279,False,,,,,,
1992-07-13,219.0,219.0,210.0,210.0,204.3774871826172,63,False,,,,,,
1992-07-14,210.0,219.0,210.0,219.0,213.1365203857422,542,False,,,,,,
1992-07-15,216.0,216.0,216.0,216.0,210.2168426513672,417,False,,,,,,
1992-07-16,216.0,216.0,216.0,216.0,210.2168426513672,0,False,,,,47.054961299269614,,
1992-07-17,213.0,216.0,213.0,216.0,210.2168426513672,729,False,,,,47.054961299269614,,
1992-07-20,213.0,213.0,213.0,213.0,207.2971649169922,325,False,,,,41.49100772023362,,
1992-07-21,213.0,219.0,213.0,219.0,213.1365203857422,33,False,,,,53.3673531970095,,
1992-07-22,213.0,213.0,213.0,213.0,207.2971649169922,104,False,,,,43.79408285217588,,
1992-07-23,213.0,222.0,213.0,222.0,216.0561981201172,2313,False,,,,56.42191371104722,,
1992-07-24,222.0,222.0,222.0,222.0,216.0561981201172,8,False,,,,56.42191371104722,,
1992-07-27,222.0,222.0,222.0,222.0,216.0561981201172,0,False,,,,56.42191371104722,,
1992-07-28,213.0,213.0,213.0,213.0,207.2971649169922,8,False,,,,44.05867622416975,,
1992-07-29,219.0,219.0,219.0,219.0,213.1365203857422,13,False,,,,51.66295334797355,,
1992-07-30,213.0,219.0,213.0,213.0,207.2971649169922,529,False,,,,45.06579489096025,,
1992-07-31,219.0,219.0,213.0,213.0,207.2971649169922,13,False,-0.4875570908058364,,,45.06579489096025,,
1992-08-03,219.0,219.0,213.0,216.0,210.2168426513672,296,False,-0.4861840735484009,,,48.85314936573861,,
1992-08-04,216.0,219.0,213.0,216.0,210.2168426513672,417,False,-0.47956778853418314,,,48.85314936573861,,
1992-08-05,213.0,216.0,213.0,213.0,207.2971649169922,329,False,-0.7082351687818971,,,45.23615247220819,,
1992-08-06,216.0,225.0,213.0,216.0,210.2168426513672,713,False,-0.6400032283061137,,,49.28021323211131,,
1992-08-07,216.0,216.0,216.0,216.0,210.2168426513672,121,False,-0.5792516712005238,,,49.28021323211131,,
1992-08-10,216.0,216.0,213.0,213.0,207.2971649169922,33,False,-0.7643693780699152,,,45.39264045600676,,
1992-08-11,222.0,222.0,216.0,216.0,210.2168426513672,88,False,-0.6613776170351855,,,49.66856424904497,,
1992-08-12,216.0,222.0,213.0,213.0,207.2971649169922,304,False,-0.8124652388223694,-0.18813065492187775,-0.6243345839004917,45.80591703571448,,
1992-08-13,216.0,225.0,213.0,225.0,218.9758758544922,296,False,0.03568508870986875,0.5280157380882884,-0.49233064937841964,59.40525884675311,,
1992-08-14,213.0,225.0,213.0,225.0,218.9758758544922,1008,False,0.6997836634008081,0.9536914502233822,-0.2539077868225741,59.40525884675311,,
1992-08-17,225.0,225.0,225.0,225.0,218.9758758544922,0,False,1.2121140719090988,1.1728174869853383,0.03929658492376051,59.40525884675311,,
1992-08-18,216.0,222.0,216.0,222.0,216.0561981201172,258,False,1.3603830350206465,1.0568691600775089,0.30351387494313775,55.08883885689011,,
1992-08-19,216.0,216.0,216.0,216.0,210.2168426513672,63,False,0.9824127578570483,0.5431191063311284,0.4392936515259199,47.63411467681343,,
1992-08-20,222.0,222.0,222.0,222.0,216.0561981201172,21,False,1.1537190904741124,0.571540351158554,0.5821787393155584,54.29479118674908,,
1992-08-21,213.0,222.0,213.0,222.0,216.0561981201172,292,False,1.2747856577328207,0.5540855347338098,0.7207001229990109,54.29479118674908,,
1992-08-24,213.0,213.0,213.0,213.0,207.2971649169922,42,False,0.6371621915368451,-0.06683034516973274,0.7039925367065778,44.45749948938762,,
1992-08-25,213.0,213.0,213.0,213.0,207.2971649169922,33,False,0.13033853920052252,-0.45892319800484427,0.5892617372053668,44.45749948938763,,
1992-08-26,213.0,213.0,213.0,213.0,207.2971649169922,0,False,-0.2682308583758015,-0.6859940764649347,0.4177632180891332,44.45749948938762,,
1992-08-27,219.0,222.0,219.0,222.0,216.0561981201172,46,False,0.14050515045616407,-0.22180645410637534,0.3623116045625394,54.70699650055286,,
1992-08-28,216.0,222.0,216.0,222.0,216.0561981201172,108,False,0.45913871691473673,0.07746168988175783,0.3816770270329789,54.70699650055286,,
1992-08-31,222.0,222.0,213.0,213.0,207.2971649169922,121,False,-0.014400667961467661,-0.3168621559955572,0.30246148803408957,45.0628253346598,,
1992-09-01,222.0,222.0,213.0,213.0,207.2971649169922,104,False,-0.3852431983577844,-0.5501637491134992,0.16492055075571477,45.06282533465979,,
1992-09-02,219.0,222.0,219.0,222.0,216.0561981201172,83,False,0.046549613421234426,-0.09469674986758428,0.1412463632888187,54.38824147271887,,
1992-09-03,222.0,222.0,222.0,222.0,216.0561981201172,0,False,0.384318345003976,0.19445758537212582,0.18986075963185017,54.38824147271886,217.38,
1992-09-04,216.0,219.0,216.0,219.0,213.1365203857422,42,False,0.4052560310587694,0.17231621714153536,0.23293981391723403,51.038958685291426,217.38,
1992-09-08,213.0,222.0,213.0,222.0,216.0561981201172,279,False,0.6563581380127346,0.3387346592764004,0.3176234787363342,54.08401539704201,217.5,
1992-09-09,222.0,222.0,213.0,222.0,216.0561981201172,238,False,0.8456106931702436,0.42238977154712753,0.4232209216231161,54.084015397042016,217.56,
1992-09-10,213.0,222.0,213.0,213.0,207.2971649169922,188,False,0.2663001800524114,-0.1255365932565638,0.3918367733089752,44.462759352059074,217.5,
1992-09-11,213.0,222.0,213.0,213.0,207.2971649169922,133,False,-0.19061033797495952,-0.4659576890271478,0.27534735105218827,44.462759352059074,217.38,
1992-09-14,216.0,222.0,213.0,219.0,213.1365203857422,571,False,-0.06778398784859974,-0.2745050711206304,0.20672108327203068,51.177931194211034,217.38,
1992-09-15,213.0,216.0,210.0,216.0,210.2168426513672,292,False,-0.21009628917011014,-0.33345389795371266,0.12335760878360252,48.04956908159436,217.32,
1992-09-16,207.0,213.0,207.0,213.0,207.2971649169922,379,False,-0.5585165105568137,-0.545499295472333,-0.013017215084480727,45.08186336521118,217.14,
1992-09-17,210.0,210.0,210.0,210.0,204.3774871826172,79,False,-1.064446695283607,-0.8411435841593009,-0.22330311112430598,42.27027891399557,217.02,
